Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],,,problem_flag
49:22.6,70,105,895,4,9,9.8,83.5,1,16.9,16.9,,,0
49:22.7,70,105,895,4,9,9.8,83.5,1,16.9,16.9,,,0
49:22.8,70,105,895,4,9,9.8,83.5,1,16.9,16.9,,,0
49:22.9,70,105,895,4,9,9.8,83.5,1,16.9,16.9,,,0
49:23.0,70,105,895,4,9,9.8,83.5,1,16.9,16.5,,,0
49:23.1,70,105,895,4,9,9.8,83.5,1,16.9,16.5,,,0
49:23.2,70,107,895,4,9,9.8,83.5,1,16.9,16.5,,,0
49:23.3,70,107,1013,4,9,9.8,83.5,1,16.9,16.5,,,0
49:23.3,70,107,1013,9,9,9.8,83.5,1,16.9,16.5,,,0
49:23.4,70,107,1013,9,11,9.8,83.5,1,16.9,16.5,,,0
49:23.5,70,107,1013,9,11,10.41,83.5,1,16.9,16.5,,,0
49:23.6,70,107,1013,9,11,10.41,83.5,1,16.9,16.5,,,0
49:23.7,70,107,1013,9,11,10.41,83.5,1,16.9,16.5,,,0
49:23.8,70,107,1013,9,11,10.41,83.5,1,23.9,16.5,,,0
49:23.9,70,107,1013,9,11,10.41,83.5,1,23.9,23.9,,,0
49:24.0,70,107,1013,9,11,10.41,83.5,1,23.9,23.9,,,0
49:24.1,70,108,1013,9,11,10.41,83.5,1,23.9,23.9,,,0
49:24.2,70,108,1281,9,11,10.41,83.5,1,23.9,23.9,,,0
49:24.2,70,108,1281,11,11,10.41,83.5,1,23.9,23.9,,,0
49:24.3,70,108,1281,11,12,10.41,83.5,1,23.9,23.9,,,0
49:24.4,70,108,1281,11,12,12.38,83.5,1,23.9,23.9,,,0
49:24.5,70,108,1281,11,12,12.38,83.5,1,23.9,23.9,,,0
49:24.6,70,108,1281,11,12,12.38,83.5,1,23.9,23.9,,,0
49:24.7,70,108,1281,11,12,12.38,83.5,1,24.7,23.9,,,0
49:24.8,70,108,1281,11,12,12.38,83.5,1,24.7,24.3,,,0
49:24.9,70,108,1281,11,12,12.38,83.5,1,24.7,24.3,,,0
49:25.0,70,109,1281,11,12,12.38,83.5,1,24.7,24.3,,,0
49:25.1,70,109,1403,11,12,12.38,83.5,1,24.7,24.3,,,0
49:25.1,70,109,1403,12,12,12.38,83.5,1,24.7,24.3,,,0
49:25.2,70,109,1403,12,13,12.38,83.5,1,24.7,24.3,,,0
49:25.3,70,109,1403,12,13,11.86,83.5,1,24.7,24.3,,,0
49:25.4,70,109,1403,12,13,11.86,83.5,1,24.7,24.3,,,0
49:25.5,70,109,1403,12,13,11.86,83.5,1,24.7,24.3,,,0
49:25.6,70,109,1403,12,13,11.86,83.5,1,30.2,24.3,,,0
49:25.7,70,109,1403,12,13,11.86,83.5,1,30.2,32.9,,,0
49:25.8,70,109,1403,12,13,11.86,83.5,1,30.2,32.9,,,0
49:25.9,70,110,1403,12,13,11.86,83.5,1,30.2,32.9,,,0
49:26.0,70,110,1547,12,13,11.86,83.5,1,30.2,32.9,,,0
49:26.0,70,110,1547,14,13,11.86,83.5,1,30.2,32.9,,,0
49:26.1,70,110,1547,14,13,11.86,83.5,1,30.2,32.9,,,0
49:26.2,70,110,1547,14,13,18.52,83.5,1,30.2,32.9,,,0
49:26.3,70,110,1547,14,13,18.52,83.5,1,30.2,32.9,,,0
49:26.4,70,110,1547,14,13,18.52,83.5,1,30.2,32.9,,,0
49:26.5,70,110,1547,14,13,18.52,83.5,1,14.1,32.9,,,0
49:26.6,70,110,1547,14,13,18.52,83.5,1,14.1,14.5,,,0
49:26.6,70,110,1547,14,13,18.52,83.5,1,14.1,14.5,,,0
49:26.7,70,116,1547,14,13,18.52,83.5,1,14.1,14.5,,,0
49:26.8,70,116,1239,14,13,18.52,83.5,1,14.1,14.5,,,0
49:26.9,70,116,1239,14,13,18.52,83.5,1,14.1,14.5,,,0
49:27.0,70,116,1239,14,13,18.52,83.5,1,14.1,14.5,,,0
49:27.1,70,116,1239,14,13,7.77,83.5,1,14.1,14.5,,,0
49:27.2,70,116,1239,14,13,7.77,83.5,1,14.1,14.5,,,0
49:27.3,70,116,1239,14,13,7.77,83.5,1,14.1,14.5,,,0
49:27.4,70,116,1239,14,13,7.77,83.5,1,32.9,14.5,,,0
49:27.5,70,116,1239,14,13,7.77,83.5,1,32.9,34.9,,,0
49:27.5,70,116,1239,14,13,7.77,83.5,1,32.9,34.9,,,0
49:27.6,70,114,1239,14,13,7.77,83.5,1,32.9,34.9,,,0
49:27.7,70,114,982,14,13,7.77,83.5,1,32.9,34.9,,,0
49:27.8,70,114,982,17,13,7.77,83.5,1,32.9,34.9,,,0
49:27.9,70,114,982,17,12,7.77,83.5,1,32.9,34.9,,,0
49:28.0,70,114,982,17,12,15.36,83.5,1,32.9,34.9,,,0
49:28.1,70,114,982,17,12,15.36,83.5,1,32.9,34.9,,,0
49:28.1,70,114,982,17,12,15.36,83.5,1,32.9,34.9,,,0
49:28.2,70,114,982,17,12,15.36,83.5,1,39.2,34.9,,,0
49:28.3,70,114,982,17,12,15.36,83.5,1,39.2,41.2,,,0
49:28.4,70,114,982,17,12,15.36,83.5,1,39.2,41.2,,,0
49:28.5,70,118,982,17,12,15.36,83.5,1,39.2,41.2,,,0
49:28.6,70,118,1232,17,12,15.36,83.5,1,39.2,41.2,,,0
49:28.7,70,118,1232,21,12,15.36,83.5,1,39.2,41.2,,,0
49:28.8,70,118,1232,21,14,15.36,83.5,1,39.2,41.2,,,0
49:28.9,70,118,1232,21,14,21.77,83.5,1,39.2,41.2,,,0
49:29.0,70,118,1232,21,14,21.77,83.5,1,39.2,41.2,,,0
49:29.0,70,118,1232,21,14,21.77,83.5,1,39.2,41.2,,,0
49:29.1,70,118,1232,21,14,21.77,83.5,1,44.3,41.2,,,0
49:29.2,70,118,1232,21,14,21.77,83.5,1,44.3,45.1,,,0
49:29.3,70,118,1232,21,14,21.77,83.5,1,44.3,45.1,,,0
49:29.4,70,136,1232,21,14,21.77,83.5,1,44.3,45.1,,,0
49:29.5,70,136,1541,21,14,21.77,83.5,1,44.3,45.1,,,0
49:29.6,70,136,1541,26,14,21.77,83.5,1,44.3,45.1,,,0
49:29.7,70,136,1541,26,15,21.77,83.5,1,44.3,45.1,,,0
49:29.8,70,136,1541,26,15,28.91,83.5,1,44.3,45.1,,,0
49:29.9,70,136,1541,26,15,28.91,83.5,1,44.3,45.1,,,0
49:29.9,70,136,1541,26,15,28.91,83.5,1,44.3,45.1,,,0
49:30.0,70,136,1541,26,15,28.91,83.5,1,44.7,45.1,,,0
49:30.1,70,136,1541,26,15,28.91,83.5,1,44.7,45.1,,,0
49:30.2,70,136,1541,26,15,28.91,83.5,1,44.7,45.1,,,0
49:30.3,70,167,1541,26,15,28.91,83.5,1,44.7,45.1,,,0
49:30.4,70,167,1815,26,15,28.91,83.5,1,44.7,45.1,,,0
49:30.5,70,167,1815,31,15,28.91,83.5,1,44.7,45.1,,,0
49:30.5,70,167,1815,31,16,28.91,83.5,1,44.7,45.1,,,0
49:30.6,70,167,1815,31,16,28.24,83.5,1,44.7,45.1,,,0
49:30.7,70,167,1815,31,16,28.24,31,1,44.7,45.1,,,0
49:30.8,70,167,1815,31,16,28.24,31,1,44.7,45.1,,,0
49:30.9,70,167,1815,31,16,28.24,31,1,14.1,45.1,,,0
49:31.0,70,167,1815,31,16,28.24,31,1,14.1,16.5,,,0
49:31.1,70,167,1815,31,16,28.24,31,1,14.1,16.5,,,0
49:31.2,70,105,1815,31,16,28.24,31,1,14.1,16.5,,,0
49:31.3,70,105,1385,31,16,28.24,31,1,14.1,16.5,,,0
49:31.4,70,105,1385,32,16,28.24,31,1,14.1,16.5,,,0
49:31.4,70,105,1385,32,14,28.24,31,1,14.1,16.5,,,0
49:31.5,70,105,1385,32,14,17.3,31,1,14.1,16.5,,,0
49:31.6,70,105,1385,32,14,17.3,81.6,1,14.1,16.5,,,0
49:31.7,70,105,1385,32,14,17.3,81.6,1,14.1,16.5,,,0
49:31.8,70,105,1385,32,14,17.3,81.6,1,49.4,16.5,,,0
49:31.9,70,105,1385,32,14,17.3,81.6,1,49.4,50.2,,,0
49:32.0,70,105,1385,32,14,17.3,81.6,1,49.4,50.2,,,0
49:32.1,70,122,1385,32,14,17.3,81.6,1,49.4,50.2,,,0
49:32.2,70,122,1306,32,14,17.3,81.6,1,49.4,50.2,,,0
49:32.3,70,122,1306,35,14,17.3,81.6,1,49.4,50.2,,,0
49:32.3,70,122,1306,35,13,17.3,81.6,1,49.4,50.2,,,0
49:32.4,70,122,1306,35,13,27.05,81.6,1,49.4,50.2,,,0
49:32.5,70,122,1306,35,13,27.05,83.5,1,49.4,50.2,,,0
49:32.6,70,122,1306,35,13,27.05,83.5,1,49.4,50.2,,,0
49:32.7,70,122,1306,35,13,27.05,83.5,1,35.7,50.2,,,0
49:32.8,70,122,1306,35,13,27.05,83.5,1,35.7,32.9,,,0
49:32.9,70,122,1306,35,13,27.05,83.5,1,35.7,32.9,,,0
49:32.9,70,127,1306,35,13,27.05,83.5,1,35.7,32.9,,,0
49:33.0,70,127,1402,35,13,27.05,83.5,1,35.7,32.9,,,0
49:33.1,70,127,1402,38,13,27.05,83.5,1,35.7,32.9,,,0
49:33.2,70,127,1402,38,13,27.05,83.5,1,35.7,32.9,,,0
49:33.3,70,127,1402,38,13,13.19,83.5,1,35.7,32.9,,,0
49:33.4,70,127,1402,38,13,13.19,83.5,1,35.7,32.9,,,0
49:33.5,70,127,1402,38,13,13.19,83.5,1,35.7,32.9,,,0
49:33.6,70,127,1402,38,13,13.19,83.5,1,14.1,32.9,,,0
49:33.7,70,127,1402,38,13,13.19,83.5,1,14.1,14.5,,,0
49:33.8,70,127,1402,38,13,13.19,83.5,1,14.1,14.5,,,0
49:33.8,70,111,1402,38,13,13.19,83.5,1,14.1,14.5,,,0
49:33.9,70,111,1376,38,13,13.19,83.5,1,14.1,14.5,,,0
49:34.0,70,111,1376,37,13,13.19,83.5,1,14.1,14.5,,,0
49:34.1,70,111,1376,37,11,13.19,83.5,1,14.1,14.5,,,0
49:34.2,70,111,1376,37,11,12.58,83.5,1,14.1,14.5,,,0
49:34.3,70,111,1376,37,11,12.58,83.5,1,14.1,14.5,,,0
49:34.4,70,111,1376,37,11,12.58,83.5,1,14.1,14.5,,,0
49:34.4,70,111,1376,37,11,12.58,83.5,1,30.6,14.5,,,0
49:34.5,70,111,1376,37,11,12.58,83.5,1,30.6,31.8,,,0
49:34.6,70,111,1376,37,11,12.58,83.5,1,30.6,31.8,,,0
49:34.7,70,109,1376,37,11,12.58,83.5,1,30.6,31.8,,,0
49:34.8,70,109,1365,37,11,12.58,83.5,1,30.6,31.8,,,0
49:34.9,70,109,1365,37,11,12.58,83.5,1,30.6,31.8,,,0
49:35.0,70,109,1365,37,11,12.58,83.5,1,30.6,31.8,,,0
49:35.0,70,109,1365,37,11,13.55,83.5,1,30.6,31.8,,,0
49:35.1,70,109,1365,37,11,13.55,83.5,1,30.6,31.8,,,0
49:35.3,70,109,1365,37,11,13.55,83.5,1,30.6,31.8,,,0
49:35.3,70,109,1365,37,11,13.55,83.5,1,33.7,31.8,,,0
49:35.4,70,109,1365,37,11,13.55,83.5,1,33.7,34.1,,,0
49:35.5,70,109,1365,37,11,13.55,83.5,1,33.7,34.1,,,0
49:35.6,70,117,1365,37,11,13.55,83.5,1,33.7,34.1,,,0
49:35.7,70,117,1395,37,11,13.55,83.5,1,33.7,34.1,,,0
49:35.8,70,117,1395,37,11,13.55,83.5,1,33.7,34.1,,,0
49:35.9,70,117,1395,37,12,13.55,83.5,1,33.7,34.1,,,0
49:36.0,70,117,1395,37,12,15.58,83.5,1,33.7,34.1,,,0
49:36.1,70,117,1395,37,12,15.58,83.5,1,33.7,34.1,,,0
49:36.2,70,117,1395,37,12,15.58,83.5,1,33.7,34.1,,,0
49:36.2,70,117,1395,37,12,15.58,83.5,1,34.1,34.1,,,0
49:36.3,70,117,1395,37,12,15.58,83.5,1,34.1,34.1,,,0
49:36.4,70,117,1395,37,12,15.58,83.5,1,34.1,34.1,,,0
49:36.5,70,124,1395,37,12,15.58,83.5,1,34.1,34.1,,,0
49:36.6,70,124,1432,37,12,15.58,83.5,1,34.1,34.1,,,0
49:36.7,70,124,1432,38,12,15.58,83.5,1,34.1,34.1,,,0
49:36.8,70,124,1432,38,12,15.58,83.5,1,34.1,34.1,,,0
49:36.9,70,124,1432,38,12,15.55,83.5,1,34.1,34.1,,,0
49:37.0,70,124,1432,38,12,15.55,83.5,1,34.1,34.1,,,0
49:37.1,70,124,1432,38,12,15.55,83.5,1,34.1,34.1,,,0
49:37.2,70,124,1432,38,12,15.55,83.5,1,32.5,34.1,,,0
49:37.3,70,124,1432,38,12,15.55,83.5,1,32.5,32.9,,,0
49:37.4,71,124,1432,38,12,15.55,83.5,1,32.5,32.9,,,0
49:37.4,71,120,1432,38,12,15.55,83.5,1,32.5,32.9,,,0
49:37.5,71,120,1461,38,12,15.55,83.5,1,32.5,32.9,,,0
49:37.6,71,120,1461,39,12,15.55,83.5,1,32.5,32.9,,,0
49:37.7,71,120,1461,39,12,15.55,83.5,1,32.5,32.9,,,0
49:37.7,71,120,1461,39,12,15.24,83.5,1,32.5,32.9,,,0
49:37.8,71,120,1461,39,12,15.24,83.5,1,32.5,32.9,,,0
49:37.9,71,120,1461,39,12,15.24,83.5,1,32.5,32.9,,,0
49:38.0,71,120,1461,39,12,15.24,83.5,1,29,32.9,,,0
49:38.1,71,120,1461,39,12,15.24,83.5,1,29,29.4,,,0
49:38.2,71,120,1461,39,12,15.24,83.5,1,29,29.4,,,0
49:38.3,71,116,1461,39,12,15.24,83.5,1,29,29.4,,,0
49:38.4,71,116,1473,39,12,15.24,83.5,1,29,29.4,,,0
49:38.4,71,116,1473,39,12,15.24,83.5,1,29,29.4,,,0
49:38.5,71,116,1473,39,12,15.24,83.5,1,29,29.4,,,0
49:38.6,71,116,1473,39,12,13.69,83.5,1,29,29.4,,,0
49:38.7,71,116,1473,39,12,13.69,83.5,1,29,29.4,,,0
49:38.8,71,116,1473,39,12,13.69,83.5,1,29,29.4,,,0
49:38.9,71,116,1473,39,12,13.69,83.5,1,28.6,29.4,,,0
49:38.9,71,116,1473,39,12,13.69,83.5,1,28.6,28.2,,,0
49:39.0,71,116,1473,39,12,13.69,83.5,1,28.6,28.2,,,0
49:39.1,71,112,1473,39,12,13.69,83.5,1,28.6,28.2,,,0
49:39.2,71,112,1474,39,12,13.69,83.5,1,28.6,28.2,,,0
49:39.3,71,112,1474,40,12,13.69,83.5,1,28.6,28.2,,,0
49:39.4,71,112,1474,40,12,13.69,83.5,1,28.6,28.2,,,0
49:39.5,71,112,1474,40,12,12.36,83.5,1,28.6,28.2,,,0
49:39.5,71,112,1474,40,12,12.36,83.5,1,28.6,28.2,,,0
49:39.6,71,112,1474,40,12,12.36,83.5,0,28.6,28.2,,,0
49:39.7,71,112,1474,40,12,12.36,83.5,0,25.1,28.2,,,0
49:39.8,71,112,1474,40,12,12.36,83.5,0,25.1,25.1,,,0
49:39.9,71,112,1474,40,12,12.36,83.5,0,25.1,25.1,,,0
49:40.0,71,107,1474,40,12,12.36,83.5,0,25.1,25.1,,,0
49:40.1,71,107,1467,40,12,12.36,83.5,0,25.1,25.1,,,0
49:40.1,71,107,1467,39,12,12.36,83.5,0,25.1,25.1,,,0
49:40.2,71,107,1467,39,11,12.36,83.5,0,25.1,25.1,,,0
49:40.3,71,107,1467,39,11,12.38,83.5,0,25.1,25.1,,,0
49:40.4,71,107,1467,39,11,12.38,83.5,0,25.1,25.1,,,0
49:40.5,71,107,1467,39,11,12.38,83.5,0,25.1,25.1,,,0
49:40.6,71,107,1467,39,11,12.38,83.5,0,25.5,25.1,,,0
49:40.7,71,107,1467,39,11,12.38,83.5,0,25.5,25.9,,,0
49:40.7,71,107,1467,39,11,12.38,83.5,0,25.5,25.9,,,0
49:40.8,71,105,1467,39,11,12.38,83.5,0,25.5,25.9,,,0
49:40.9,71,105,1464,39,11,12.38,83.5,0,25.5,25.9,,,0
49:41.0,71,105,1464,39,11,12.38,83.5,0,25.5,25.9,,,0
49:41.1,71,105,1464,39,11,12.38,83.5,0,25.5,25.9,,,0
49:41.2,71,105,1464,39,11,12.55,83.5,0,25.5,25.9,,,0
49:41.3,71,105,1464,39,11,12.55,83.5,0,25.5,25.9,,,0
49:41.3,71,105,1464,39,11,12.55,83.5,0,25.5,25.9,,,0
49:41.4,71,105,1464,39,11,12.55,83.5,0,27.8,25.9,,,0
49:41.6,71,105,1464,39,11,12.55,83.5,0,27.8,28.2,,,0
49:41.6,71,105,1464,39,11,12.55,83.5,0,27.8,28.2,,,0
49:41.7,71,108,1464,39,11,12.55,83.5,0,27.8,28.2,,,0
49:41.8,71,108,1454,39,11,12.55,83.5,0,27.8,28.2,,,0
49:41.9,71,108,1454,39,11,12.55,83.5,0,27.8,28.2,,,0
49:42.0,71,108,1454,39,11,12.55,83.5,0,27.8,28.2,,,0
49:42.1,71,108,1454,39,11,12.74,83.5,0,27.8,28.2,,,0
49:42.2,71,108,1454,39,11,12.74,83.5,0,27.8,28.2,,,0
49:42.3,71,108,1454,39,11,12.74,83.5,0,27.8,28.2,,,0
49:42.4,71,108,1454,39,11,12.74,83.5,0,26.7,28.2,,,0
49:42.5,71,108,1454,39,11,12.74,83.5,0,26.7,26.7,,,0
49:42.5,71,108,1454,39,11,12.74,83.5,0,26.7,26.7,,,0
49:42.6,71,111,1454,39,11,12.74,83.5,0,26.7,26.7,,,0
49:42.7,71,111,1454,39,11,12.74,83.5,0,26.7,26.7,,,0
49:42.8,71,111,1454,39,11,12.74,83.5,0,26.7,26.7,,,0
49:42.8,71,111,1454,39,11,12.74,83.5,0,26.7,26.7,,,0
49:42.9,71,111,1454,39,11,12.49,83.5,0,26.7,26.7,,,0
49:43.0,71,111,1454,39,11,12.49,83.5,0,26.7,26.7,,,0
49:43.1,71,111,1454,39,11,12.49,83.5,0,26.7,26.7,,,0
49:43.2,71,111,1454,39,11,12.49,83.5,0,14.5,26.7,,,0
49:43.3,71,111,1454,39,11,12.49,83.5,0,14.5,14.5,,,0
49:43.4,71,111,1454,39,11,12.49,83.5,0,14.5,14.5,,,0
49:43.5,71,109,1454,39,11,12.49,83.5,0,14.5,14.5,,,0
49:43.5,71,109,1419,39,11,12.49,83.5,0,14.5,14.5,,,0
49:43.6,71,109,1419,38,11,12.49,83.5,0,14.5,14.5,,,0
49:43.7,71,109,1419,38,11,12.49,83.5,0,14.5,14.5,,,0
49:43.7,71,109,1419,38,11,12.72,83.5,0,14.5,14.5,,,0
49:43.8,71,109,1419,38,11,12.72,83.5,0,14.5,14.5,,,0
49:43.9,71,109,1419,38,11,12.72,83.5,0,14.5,14.5,,,0
49:44.0,71,109,1419,38,11,12.72,83.5,0,14.1,14.5,,,0
49:44.0,71,109,1419,38,11,12.72,83.5,0,14.1,14.5,,,0
49:44.1,71,109,1419,38,11,12.72,83.5,0,14.1,14.5,,,0
49:44.2,71,112,1419,38,11,12.72,83.5,0,14.1,14.5,,,0
49:44.3,71,112,1357,38,11,12.72,83.5,0,14.1,14.5,,,0
49:44.4,71,112,1357,36,11,12.72,83.5,0,14.1,14.5,,,0
49:44.5,71,112,1357,36,11,12.72,83.5,0,14.1,14.5,,,0
49:44.6,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:44.7,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:44.7,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:44.8,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:44.9,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:44.9,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:45.0,71,112,1357,36,11,12.63,83.5,0,14.1,14.5,,,0
49:45.1,71,112,1309,36,11,12.63,83.5,0,14.1,14.5,,,0
49:45.2,71,112,1309,35,11,12.63,83.5,0,14.1,14.5,,,0
49:45.2,71,112,1309,35,11,12.63,83.5,0,14.1,14.5,,,0
49:45.3,71,112,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.4,71,112,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.5,71,112,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.6,71,112,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.7,71,112,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.8,71,112,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.8,71,111,1309,35,11,12.11,83.5,0,14.1,14.5,,,0
49:45.9,71,111,1245,35,11,12.11,83.5,0,14.1,14.5,,,0
49:46.0,71,111,1245,33,11,12.11,83.5,0,14.1,14.5,,,0
49:46.1,71,111,1245,33,11,12.11,83.5,0,14.1,14.5,,,0
49:46.1,71,111,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.2,71,111,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.3,71,111,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.4,71,111,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.4,71,111,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.6,71,111,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.7,71,110,1245,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.7,71,110,1188,33,11,11.49,83.5,0,14.1,14.5,,,0
49:46.8,71,110,1188,32,11,11.49,83.5,0,14.1,14.5,,,0
49:46.9,71,110,1188,32,10,11.49,83.5,0,14.1,14.5,,,0
49:47.0,71,110,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.0,71,110,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.1,71,110,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.2,71,110,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.3,71,110,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.3,71,110,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.4,71,109,1188,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.5,71,109,1131,32,10,10.8,83.5,0,14.1,14.5,,,0
49:47.6,71,109,1131,30,10,10.8,83.5,0,14.1,14.5,,,0
49:47.7,71,109,1131,30,10,10.8,83.5,0,14.1,14.5,,,0
49:47.8,71,109,1131,30,10,10.24,83.5,0,14.1,14.5,,,0
49:47.9,71,109,1131,30,10,10.24,83.5,0,14.1,14.5,,,0
49:47.9,71,109,1131,30,10,10.24,83.5,0,14.1,14.5,,,0
49:48.0,71,109,1131,30,10,10.24,83.5,0,16.5,14.5,,,0
49:48.1,71,109,1131,30,10,10.24,83.5,0,16.5,20.4,,,0
49:48.2,71,109,1131,30,10,10.24,83.5,0,16.5,20.4,,,0
49:48.2,71,108,1131,30,10,10.24,83.5,0,16.5,20.4,,,0
49:48.3,71,108,1098,30,10,10.24,83.5,0,16.5,20.4,,,0
49:48.4,71,108,1098,29,10,10.24,83.5,0,16.5,20.4,,,0
49:48.5,71,108,1098,29,10,10.24,83.5,0,16.5,20.4,,,0
49:48.6,71,108,1098,29,10,8.91,83.5,0,16.5,20.4,,,0
49:48.7,71,108,1098,29,10,8.91,83.5,0,16.5,20.4,,,0
49:48.8,71,108,1098,29,10,8.91,83.5,0,16.5,20.4,,,0
49:48.8,71,108,1098,29,10,8.91,83.5,0,25.1,20.4,,,0
49:48.9,71,108,1098,29,10,8.91,83.5,0,25.1,24.7,,,0
49:49.0,71,108,1098,29,10,8.91,83.5,0,25.1,24.7,,,0
49:49.1,71,106,1098,29,10,8.91,83.5,0,25.1,24.7,,,0
49:49.1,71,106,1079,29,10,8.91,83.5,0,25.1,24.7,,,0
49:49.2,71,106,1079,29,10,8.91,83.5,0,25.1,24.7,,,0
49:49.3,71,106,1079,29,9,8.91,83.5,0,25.1,24.7,,,0
49:49.4,71,106,1079,29,9,9.05,83.5,0,25.1,24.7,,,0
49:49.4,71,106,1079,29,9,9.05,83.5,0,25.1,24.7,,,0
49:49.5,71,106,1079,29,9,9.05,83.5,0,25.1,24.7,,,0
49:49.6,71,106,1079,29,9,9.05,83.5,0,14.1,24.7,,,0
49:49.7,71,106,1079,29,9,9.05,83.5,0,14.1,14.5,,,0
49:49.7,71,106,1079,29,9,9.05,83.5,0,14.1,14.5,,,0
49:49.8,71,105,1079,29,9,9.05,83.5,0,14.1,14.5,,,0
49:49.9,71,105,1062,29,9,9.05,83.5,0,14.1,14.5,,,0
49:50.0,71,105,1062,28,9,9.05,83.5,0,14.1,14.5,,,0
49:50.0,71,105,1062,28,8,9.05,83.5,0,14.1,14.5,,,0
49:50.1,71,105,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.2,71,105,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.3,71,105,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.3,71,105,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.4,71,105,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.5,71,105,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.6,71,106,1062,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.6,71,106,1020,28,8,9.33,83.5,0,14.1,14.5,,,0
49:50.7,71,106,1020,27,8,9.33,83.5,0,14.1,14.5,,,0
49:50.8,71,106,1020,27,9,9.33,83.5,0,14.1,14.5,,,0
49:50.9,71,106,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:50.9,71,106,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.0,71,106,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.1,71,106,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.2,71,106,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.2,71,106,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.3,71,105,1020,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.4,71,105,966,27,9,8.91,83.5,0,14.1,14.5,,,0
49:51.5,71,105,966,26,9,8.91,83.5,0,14.1,14.5,,,0
49:51.6,71,105,966,26,8,8.91,83.5,0,14.1,14.5,,,0
49:51.7,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:51.8,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:51.8,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:51.9,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:52.0,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:52.1,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:52.1,71,105,966,26,8,8.38,83.5,0,14.1,14.5,,,0
49:52.2,71,105,871,26,8,8.38,83.5,0,14.1,14.5,,,0
49:52.3,71,105,871,23,8,8.38,83.5,0,14.1,14.5,,,0
49:52.4,71,105,871,23,7,8.38,83.5,0,14.1,14.5,,,0
49:52.5,71,105,871,23,7,8.44,83.5,0,14.1,14.5,,,0
49:52.6,71,105,871,23,7,8.44,83.5,0,14.1,14.5,,,0
49:52.7,71,105,871,23,7,8.44,83.5,0,14.1,14.5,,,0
49:52.7,71,105,871,23,7,8.44,83.5,0,14.1,14.5,,,0
49:52.8,71,105,871,23,7,8.44,83.5,0,14.1,14.5,,,0
49:52.9,71,105,871,23,7,8.44,83.5,0,14.1,14.5,,,0
